wavs/9-7-18 clem interviewed by tara_1.wav-00071910_00075420.wav|BIH0KAO1Z YUW1 WIH1L NOW1 DHAE1T AY1 WIH1L BIY1 VEH1RIY0 VEH1RIY0 AH1PSEH2T IH1F YUW1 DUW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465430_02470080.wav|THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466180_02471670.wav|AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02464800_02471670.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02464800_02470080.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02464950_02471670.wav|DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466420_02470080.wav|EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466180_02470080.wav|AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465040_02471670.wav|SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465040_02470080.wav|SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02464950_02470080.wav|DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465430_02471670.wav|THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467440_02471670.wav|DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02468070_02473020.wav|DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02468070_02471670.wav|DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470200_02471670.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465760_02473020.wav|AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466180_02473020.wav|AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467500_02471670.wav|SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02465760_02471670.wav|AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466900_02473020.wav|LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466900_02470080.wav|LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02462370_02470080.wav|PLAA1T . AH0ND IH1TS DHAH0 SAE1DAH0ST THIH1NG AY1V AY1V EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469780_02473020.wav|AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469000_02473020.wav|DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469360_02471670.wav|KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466900_02471670.wav|LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470200_02473020.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471700_02473020.wav|OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467890_02473020.wav|THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467500_02473020.wav|SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02468190_02473020.wav|AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469360_02473020.wav|KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466420_02473020.wav|EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471700_02475090.wav|MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469780_02475090.wav|AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469360_02475090.wav|KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469780_02471670.wav|AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467890_02471670.wav|THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469000_02471670.wav|AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02466420_02471670.wav|EH1VER0 . LAY1K , IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470200_02473020.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470800_02473020.wav|SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467260_02473020.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467260_02471670.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467440_02473020.wav|DHAH0 SAE1DAH0ST THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469000_02475090.wav|AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469000_02473020.wav|AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472510_02475090.wav|IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469540_02475090.wav|THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02468190_02475090.wav|AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02467890_02475090.wav|THIH1NG DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469540_02471670.wav|THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02468190_02471670.wav|AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469000_02471670.wav|DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470800_02475090.wav|SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472660_02475090.wav|NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471700_02475090.wav|OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470200_02475090.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470710_02475090.wav|DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470200_02476140.wav|IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471310_02473020.wav|THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472000_02475090.wav|GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469000_02475090.wav|DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472000_02476140.wav|AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471700_02476140.wav|OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471310_02476140.wav|THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474430_02476140.wav|HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474220_02476140.wav|IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02473170_02476140.wav|AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472660_02476140.wav|NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02473950_02476140.wav|DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470800_02476140.wav|SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469780_02476140.wav|AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470710_02476140.wav|DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472330_02475090.wav|DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471700_02476140.wav|MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472510_02476140.wav|IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02473170_02475090.wav|AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02468070_02475090.wav|DHAE1T AY1V DHAE1T AY1 KAE1N THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469540_02476140.wav|THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02469540_02473020.wav|THIH1NGK AH1V . IH1TS DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02470710_02473020.wav|DHAH0 SAE1DAH0ST THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472000_02476140.wav|GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472000_02475090.wav|AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02471310_02475090.wav|THIH1NG . OW1 MAY1 GAA1D , AY1 DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02472330_02476140.wav|DOW1NT IY1VIH0N NOW1 . AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02475720_02481810.wav|SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474580_02481810.wav|EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02475420_02481810.wav|FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02473950_02481810.wav|DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02475090_02476140.wav|IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474220_02481810.wav|IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474760_02476140.wav|WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02473170_02476140.wav|AY1 DOW1NT IY1VIH0N HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474580_02476140.wav|EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02477280_02481810.wav|IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474760_02481810.wav|WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02475240_02481810.wav|SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02474430_02481810.wav|HHAE1V EH1NIY0 WER1DZ . IH1TS SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02475090_02481810.wav|IH1TS SOW1 FAH1KIH0NG SAE1D . IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02477280_02483550.wav|IH1TS AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T . WIH1DH AH0 LAA1T AH1V HHOW1P .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02477730_02485530.wav|AH1 , YAE1 , AY1 THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T . WIH1DH AH0 LAA1T AH1V HHOW1P . YUW1 NOW1 , DHEH1R AA1R AH0 LAA1T AH1V BYUW1TAH0FAH0L THIH1NGZ GOW1IH0NG AA1N .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02479800_02485530.wav|WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T . WIH1DH AH0 LAA1T AH1V HHOW1P . YUW1 NOW1 , DHEH1R AA1R AH0 LAA1T AH1V BYUW1TAH0FAH0L THIH1NGZ GOW1IH0NG AA1N .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02480130_02483550.wav|IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T . WIH1DH AH0 LAA1T AH1V HHOW1P .
wavs/2-9-18 clem first interview in aft cabin_1.wav-02479500_02485530.wav|THIH1NGK DHAH0 WER1LD IH1Z IH0N AH0 TEH1RAH0BAH0L STEY1T . WIH1DH AH0 LAA1T AH1V HHOW1P . YUW1 NOW1 , DHEH1R AA1R AH0 LAA1T AH1V BYUW1TAH0FAH0L THIH1NGZ GOW1IH0NG AA1N .
